"","ID","cv_window","cv_value","k_cv_value","full_length","species_names","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk","GBIF_ID"
"34",1988,12,0.166174195196251,0.163778303619356,FALSE,"Halichoerus grypus","Halichoerus_grypus",1,0," Duck, C. (2002). Annex II - Pup Production in the British Grey Seal Population. UK Special Committee on Seals, Scientific Advice on Matters Related to the Management of Seal Populations.","Mammalia","Carnivora","Phocidae","Halichoerus","grypus","NULL","(Fabricius, 1791)","Grey seal","Pentland Skerry","United Kingdom","United Kingdom","Europe","NULL","NULL",58.68889,-2.92361,1,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown",0,"Pup production estimates for islands in the Orkney group","Counts from aerial survey photographs",1984,2001,18,TRUE,"Halichoerus grypus",0.111127480284853,0.0738513560788091,FALSE,FALSE,2434806
"35",2191,14,0.1587611854735,0.156667253901004,FALSE,"Delphinapterus leucas","Delphinapterus_leucas",0,0," MMC, M. M. C. (2002). Cook Inlet beluga Whale (Delphinapterus leucas). Marine Mammal Commission Annual Report: 58-63.| Angliss, R. P. and R. B. Outlaw (2008). BELUGA WHALE (Delphinapterus leucas): Cook Inlet Stock and GRAY WHALE (Eschrichtius robustus): Eastern North Pacific Stock. Alaska Marine Mammal Stock Assessments, 2007. N. s. N. M. F. Service. Alaska, National Marine Fisheries Service.: 79-83 and 147-155.| Allen, B. M. and R. P. Angliss (2010). Alaska Marine Mammal Stock Assessments, 2009. NOAA Technical Memorandum NMFS-AFSC-206.","Mammalia","Cetacea","Monodontidae","Delphinapterus","leucas","","(Pallas, 1776)","Beluga whale","Cook Inlet stock, Alaska","United States","United States","North America","NULL","NULL",58.94194,-153.18556,1,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Aerial counts",1994,2008,15,TRUE,"Delphinapterus leucas",0.00163381063680566,0.0115060642629632,TRUE,TRUE,5220003
"36",2196,5,0.150089560223099,0.147432518672287,FALSE,"Enhydra lutris","Enhydra_lutris",1,0," Bodkin, J. L., R. J. Jameson, et al. (1995). ""Sea Otters in the North Pacific Ocean."" Our living resources: a report to the nation on the distribution, abundance, and health of U.S. plants, animals, and ecosystems. from http://biology.usgs.gov/s+t/noframe/s043.htm.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","NULL","(Linnaeus, 1758)","Sea otter","Bering Island, Russia","Russian Federation","Russian Federation","Asia","NULL","NULL",55.00083,166.27306,1,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Surveys from skiffs, airplanes, and helicopters",1978,1993,16,TRUE,"Enhydra lutris",0.000000139820481264388,0.0000065805875459841,TRUE,TRUE,2433670
"37",2198,5,0.0906915669257553,0.0900193137593981,FALSE,"Enhydra lutris","Enhydra_lutris",0,0," Lance, M. M., Richardson, S.A., Allen, H.L. (2004). Sea Otter Recovery Plan. S. o. W. o. F. a. Wildlife: 1-103.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","NULL","(Linnaeus, 1758)","Sea otter","Washington State, USA","United States","United States","North America","NULL","NULL",47.39667,-124.39,0,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Aerial surveys",1989,2004,16,TRUE,"Enhydra lutris",0.00000000130669043669866,0.00000145434158663345,TRUE,TRUE,2433670
"38",2222,12,0.0987783910769353,0.0982766456117458,FALSE,"Phoca vitulina","Phoca_vitulina",0,0," NOAA Fisheries: Office of Protected Resources (2005). Harbour Seal (Phoca vitulina richardsi): California Stock.","Mammalia","Carnivora","Phocidae","Phoca","vitulina","richardii","Linnaeus, 1758","Harbour seal","California","United States","United States","North America","NULL","NULL",37.25028,-119.75028,0,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Direct observation counts",1982,1995,14,TRUE,"Phoca vitulina",0.000342611140797562,0.00144872743336843,TRUE,TRUE,2434793
"39",2361,6,0.378789169374985,0.313959237067375,FALSE,"Rangifer tarandus","Rangifer_tarandus",0,0," Aanes, R., B. E. Saether, et al. (2003). ""Synchrony in Svalbard reindeer population dynamics."" Canadian Journal of Zoology-Revue Canadienne De Zoologie 81(1): 103-110.","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","platyrhynchus","L??nnberg, 1909","Reindeer / Caribou","Br?®ggerhalv?®ya, Svalbard","Norway","Norway","Europe","Europe and Central Asia","Central and Western Europe",78.91667,11.73333,1,"Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Population estimate",1979,1999,21,TRUE,"Rangifer tarandus",0.0067653769079534,0.000138951596562741,TRUE,TRUE,5220114
"40",2362,6,0.179036464606873,0.175888108745732,FALSE,"Rangifer tarandus","Rangifer_tarandus",0,0," Aanes, R., B. E. Saether, et al. (2003). ""Synchrony in Svalbard reindeer population dynamics."" Canadian Journal of Zoology-Revue Canadienne De Zoologie 81(1): 103-110.","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","platyrhynchus","L??nnberg, 1909","Reindeer / Caribou","Reindalen, Svalbard","Norway","Norway","Europe","Europe and Central Asia","Central and Western Europe",77.95,15.83333,0,"Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Population Estimate",1979,1999,21,TRUE,"Rangifer tarandus",0.834088830661594,0.927686130383208,FALSE,FALSE,5220114
"41",2363,6,0.17943013763656,0.176173359555196,FALSE,"Rangifer tarandus","Rangifer_tarandus",0,0," Aanes, R., B. E. Saether, et al. (2003). ""Synchrony in Svalbard reindeer population dynamics."" Canadian Journal of Zoology-Revue Canadienne De Zoologie 81(1): 103-110.","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","platyrhynchus","L??nnberg, 1909","Reindeer / Caribou","Adventdalen, Svalbard","Norway","Norway","Europe","Europe and Central Asia","Central and Western Europe",78.18333,16.33333,0,"Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Population Estimate",1979,1999,21,TRUE,"Rangifer tarandus",0.0771711064416438,0.12286491241528,FALSE,FALSE,5220114
"42",2392,4,0.234696959767974,0.226974904070022,FALSE,"Connochaetes taurinus","Connochaetes_taurinus",1,0," Estes, R. D., J. L. Atwood, et al. (2006). ""Downward trends in Ngorongoro Crater ungulate populations 1986-2005: Conservation concerns and the need for ecological research."" Biological Conservation. 131: 106-120.","Mammalia","Artiodactyla","Bovidae","Connochaetes","taurinus","","(Burchell, 1824)","White-bearded wildebeest / Blue wildebeest","Ngorongoro Crater - wet season","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Total ground counts",1987,2005,19,TRUE,"Connochaetes taurinus",0.257385649482564,0.27782552773348,FALSE,FALSE,2441105
"43",2393,4,0.270105051435428,0.253955720060446,FALSE,"Connochaetes taurinus","Connochaetes_taurinus",0,0," Estes, R. D., J. L. Atwood, et al. (2006). ""Downward trends in Ngorongoro Crater ungulate populations 1986-2005: Conservation concerns and the need for ecological research."" Biological Conservation. 131: 106-120.","Mammalia","Artiodactyla","Bovidae","Connochaetes","taurinus","","(Burchell, 1824)","White-bearded wildebeest / Blue wildebeest","Ngorongoro Crater - dry season","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Total ground counts",1986,2005,20,TRUE,"Connochaetes taurinus",0.329201626261435,0.770287726473667,FALSE,FALSE,2441105
"44",2394,12,0.388980012039881,0.361407655429594,FALSE,"Syncerus caffer","Syncerus_caffer",1,0," Estes, R. D., J. L. Atwood, et al. (2006). ""Downward trends in Ngorongoro Crater ungulate populations 1986-2005: Conservation concerns and the need for ecological research."" Biological Conservation. 131: 106-120.","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","","Sparrman, 1779","African buffalo / Cape buffalo","Ngorongoro Crater - wet season","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Total ground counts",1987,2005,19,TRUE,"Syncerus caffer",0.862574507299268,0.52886452036419,FALSE,FALSE,2441034
"45",2395,12,0.359672628091782,0.338180500619032,FALSE,"Syncerus caffer","Syncerus_caffer",1,0," Estes, R. D., J. L. Atwood, et al. (2006). ""Downward trends in Ngorongoro Crater ungulate populations 1986-2005: Conservation concerns and the need for ecological research."" Biological Conservation. 131: 106-120.","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","NULL","Sparrman, 1779","African buffalo / Cape buffalo","Ngorongoro Crater - dry season","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Total ground counts",1986,2005,20,TRUE,"Syncerus caffer",0.74761689814416,0.820338216433617,FALSE,FALSE,2441034
"46",3405,6,0.234296738370269,0.202408007049887,FALSE,"Alces americanus","Alces_americanus",0,0,"Peterson, R. O. (1996 - 1997). Ecological studies of wolves on Isle Royale. Houghton, Michigan, School of Forestry and Wood Products, Michigan Technical University, Michigan USA.| Wilmers, C. C., E. Post, et al. (2006). ""Predator disease out-break modulates top-dpwn, bottom-up and climatic effects on herbivore population dynamics."" Ecology Letters 9: 383-389.","Mammalia","Artiodactyla","Cervidae","Alces","americanus","","(Clinton, 1822)","Moose","Isle Royale National Park, Michigan, USA","United States","United States","North America","Americas","North America",48.00889,-88.8675,1,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals","1959 - 1982 population reconstruction from recoveries of dead moose 1983 - 1997 aerial survey",1959,1998,40,TRUE,"Alces americanus",0.00566083265166171,0.00233706905103444,TRUE,TRUE,4262283
"47",3407,4,0.533973592942945,0.462735671994012,FALSE,"Antilocapra americana","Antilocapra_americana",0,0,"Cancino, J., A. OrtegaRubio, et al. (1996). ""Status of an endangered subspecies: The peninsular pronghorn at Baja California."" Journal of Arid Environments 32(4): 463-467.| Cancino, J., et al. (2010). ""Using a population viability analysis for management recommendations of the endangered endemic peninsular pronghorn."" Acta Zoológica Mexicana 26(1): 173-189.","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","americana","peninsularis","(Ord, 1815)","Pronghorn","Vizcaino Biosphere Reserve, Baja California","Mexico","Mexico","Latin America and Caribbean","Americas","Mesoamerica",27.43583,-113.60611,1,"Terrestrial","Nearctic","Tropical and subtropical dry broadleaf forests","NULL","NULL","NULL","NULL","NULL",0,"Total number of counted individuals","Ground survey and aerial survey",1990,2000,11,TRUE,"Antilocapra americana",0.305116899554261,0.347262424487581,FALSE,FALSE,2440902
"48",3410,7,0.154101790915823,0.144595012389956,FALSE,"Bison bison","Bison_bison",0,0," Cormack Gates, C., B. Stelfox, et al. (2005). The ecology of bison movements and distribution in and beyond Yellowstone National Park: A critical review with implications for winter use and transboundary population management, Faculty of Environmental Design, University of Calgary, Calgary, Alberta.","Mammalia","Artiodactyla","Bovidae","Bison","bison","NULL","(Linnaeus, 1758)","American bison / Wood bison / Plains bison","Central range - Yellowstone National Park, USA","United States","United States","North America","Americas","North America",44.66667,-110.46667,1,"Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Estimation from count",1970,1997,28,TRUE,"Bison bison",0.0000000000285911978394567,0.00000000103124347810752,TRUE,TRUE,2441176
"49",3412,3,0.419405701921801,0.372264026009062,FALSE,"Canis latrans","Canis_latrans",0,0," Sargeant, G. A., W. E. Berg, et al. (1996). ""Minnesota carnivore population index scent-station survey results, 1986-1995."" Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Canis","latrans","NULL","Say, 1823","Coyote","Lake Agassiz, Aspen Parklands, Minnesota","United States","United States","North America","Americas","North America",48.10611,-95.22806,1,"Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations",1986,1995,10,TRUE,"Canis latrans",0.63961773011824,0.484,FALSE,FALSE,5219153
"50",3413,3,0.242904007769534,0.232060845899511,FALSE,"Canis latrans","Canis_latrans",0,0," Sargeant, G. A., W. E. Berg, et al. (1996). ""Minnesota carnivore population index scent-station survey results, 1986-1995."" Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Canis","latrans","NULL","Say, 1823","Coyote","Northern Minnesota Drift and Lake Plains","United States","United States","North America","Americas","North America",47.955,-94.78639,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations",1986,1995,10,TRUE,"Canis latrans",0.492020723024117,0.855330711251275,FALSE,FALSE,5219153
"51",3414,3,0.335249754453371,0.313099945411752,FALSE,"Canis latrans","Canis_latrans",0,0," Sargeant, G. A., W. E. Berg, et al. (1996). ""Minnesota carnivore population index scent-station survey results, 1986-1995."" Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Canis","latrans","NULL","Say, 1823","Coyote","Northern Superior Uplands, Minnesota","United States","United States","North America","Americas","North America",47.31667,-92.5475,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations",1986,1995,10,TRUE,"Canis latrans",0.0768505105088842,0.0713349489779691,FALSE,FALSE,5219153
"52",3415,3,0.238117446850497,0.225273744876755,FALSE,"Canis latrans","Canis_latrans",0,0," Sargeant, G. A., W. E. Berg, et al. (1996). ""Minnesota carnivore population index scent-station survey results, 1986-1995."" Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Canis","latrans","NULL","Say, 1823","Coyote","Minnesota and Northeast Iowa Moraine","United States","United States","North America","Americas","North America",45.33611,-94.40472,0,"Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations",1986,1995,10,TRUE,"Canis latrans",0.0236136025995561,0.0115805338366717,TRUE,TRUE,5219153
"53",3421,3,0.562568491433462,0.456312371677423,FALSE,"Canis latrans","Canis_latrans",0,0,"Allen, S. (1996). ""Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors ."" Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Canis","latrans","NULL","Say, 1823","Coyote","Missouri Coteau, N Dakota","United States","United States","North America","Americas","North America",46.00028,-99.00028,1,"Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of animals seen per hour","Direct observations from aerial survey",1967,1971,5,TRUE,"Canis latrans",0.567559171484891,0.579099741953919,FALSE,FALSE,5219153
"54",3425,7,0.155497279943326,0.152556666156782,FALSE,"Cervus elaphus","Cervus_elaphus",0,0," Spencer, R. (2002). North Ranier Elk Herd. Washington State Elk Herd Plan. Washington, Washington Department of Fish and Wildlife.","Mammalia","Artiodactyla","Cervidae","Cervus","elaphus","NULL","Wagner, 1844","Red deer / Elk","Mount Rainier National Park, USA","United States","United States","North America","Americas","North America",46.85278,-121.76028,1,"Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial survey - population estimate",1985,2001,17,TRUE,"Cervus elaphus",0.0115858189990148,0.006508023909358,TRUE,TRUE,2440958
