"","Species","GBIF_ID","mean_body_mass"
"652","Chaetodipus pernix",2439600,17
"653","Chaetodipus rudinoris",7261497,28.77
"654","Chaetodipus spinatus",2439586,16.34
"655","Chaetomys subspinosus",2439749,1299.99
"656","Chaetophractus nationi",2440815,1880.01
"657","Chaetophractus vellerosus",2440817,1065.04
"658","Chaetophractus villosus",2440816,3970.93333333333
"659","Chalinolobus dwyeri",2432283,8.74
"660","Chalinolobus gouldii",2432284,16.685
"661","Chalinolobus morio",2432295,8.91
"662","Chalinolobus neocaledonicus",4266058,15.87
"663","Chalinolobus nigrogriseus",2432285,8.79
"664","Chalinolobus picatus",2432291,5.86
"665","Chalinolobus tuberculatus",2432286,10.46
"666","Cheirogaleus adipicaudatus",4266970,340
"667","Cheirogaleus crossleyi",4266968,420.11
"668","Cheirogaleus major",2436452,420.11
"669","Cheirogaleus medius",2436451,309.46
"670","Cheirogaleus sibreei",4266969,420.11
"671","Cheiromeles parvidens",4266500,169.43
"672","Cheiromeles torquatus",2433027,169.43
"673","Chelemys delfini",4265144,50.8
"674","Chelemys macronyx",2439044,61.4475
"675","Chelemys megalonyx",2439045,50.8
"676","Chibchanomys trichotis",2439102,49.99
"677","Chilomys instans",2438409,19
"678","Chilonatalus micropus",7261725,3
"679","Chilonatalus tumidifrons",4265610,3.62
"680","Chimarrogale hantu",2435772,43.23
"681","Chimarrogale himalayica",2435778,33.5
"682","Chimarrogale phaeura",2435776,31.47
"683","Chimarrogale platycephalus",2435773,36.32
"684","Chimarrogale styani",2435777,32.86
"685","Chimarrogale sumatrana",2435775,31.47
"686","Chinchilla chinchilla",4264738,473.4475
"687","Chinchilla lanigera",5219944,487.734858133333
"688","Chinchillula sahamae",2439067,169.74
"689","Chionomys nivalis",2438162,39.755
"690","Chiroderma doriae",2433166,19.9
"691","Chiroderma improvisum",2433164,35.39
"692","Chiroderma salvini",2433167,26.3
"693","Chiroderma trinitatum",2433163,13.91
"694","Chiroderma villosum",2433165,23.81
"695","Chironax melanocephalus",2432845,17.7
"696","Chironectes minimus",5219955,825.333333333333
"697","Chiropodomys calamianensis",2438396,28.9
"698","Chiropodomys gliroides",2438400,25.5
"699","Chiropodomys major",2438395,28.9
"700","Chiropodomys muroides",2438399,28.9
"701","Chiropodomys pusillus",2438397,27.2
"702","Chiropotes albinasus",5219526,2900
"703","Chiropotes chiropotes",5707307,2942.5
"704","Chiropotes israelita",5707305,2942.5
"705","Chiropotes satanas",5219527,2942.5
"706","Chiropotes utahickae",5707306,2942.5
"707","Chiruromys forbesi",2438348,105.15
"708","Chiruromys lamia",2438347,47.2
"709","Chiruromys vates",2438349,44.43
"710","Chlamyphorus truncatus",5220098,83.53
"711","Chlorocebus aethiops",2436566,5362.125
"712","Chlorocebus cynosuros",4267119,5104.25
"713","Chlorocebus djamdjamensis",4267124,5104.25
"714","Chlorocebus pygerythrus",7262034,5104.25
"715","Chlorocebus sabaeus",4267116,5104.25
"716","Chlorocebus tantalus",7262032,4961.5
"717","Chlorotalpa duthieae",2432215,31.34
"718","Chlorotalpa sclateri",2432210,38.3
"719","Chodsigoa parca",2435897,14.92
"720","Chodsigoa salenskii",2435902,5.49
"721","Chodsigoa smithii",2435895,18.76
"722","Choeroniscus godmani",2433161,9
"723","Choeroniscus minor",2433158,8.63
"724","Choeroniscus periosus",2433159,10.46
"725","Choeronycteris mexicana",2433207,19.13
"726","Choloepus didactylus",5219519,6250
"727","Choloepus hoffmanni",5219520,4835.06666666667
"728","Chrotogale owstoni",2434674,3258.855
"729","Chrotomys gonzalesi",2438291,140.2
"730","Chrotomys mindorensis",2438290,151.98
"731","Chrotomys silaceus",4264825,213.39
"732","Chrotomys whiteheadi",2438292,151.98
"733","Chrotopterus auritus",5218753,90.24
"734","Chrysochloris asiatica",2432182,35.465
"735","Chrysochloris stuhlmanni",2432178,47.78
"736","Chrysochloris visagiei",2432181,36.72
"737","Chrysocyon brachyurus",2434450,22250
"738","Chrysospalax trevelyani",2432198,434.04
"739","Chrysospalax villosus",2432199,106.175
"740","Cistugo lesueuri",4266084,6.38
"741","Cistugo seabrae",4266085,5.37
"742","Civettictis civetta",2434634,13583.335
"743","Clethrionomys glareolus",2439140,19.64264646
"744","Cloeotis percivali",2432679,4.16
"745","Clyomys bishopi",2439809,30
"746","Clyomys laticeps",2439808,201
"747","Coccymys albidens",2438222,46.44
"748","Coccymys ruemmleri",2438223,29.7
"749","Coelops frithii",7261697,7.52
"750","Coelops robinsoni",5218551,6.5
"751","Coendou bicolor",2437599,4492.49
"752","Coendou mexicanus",11082668,2000
"753","Coendou nycthemera",4264791,2999.98
"754","Coendou prehensilis",2437600,3693.33333333333
"755","Coendou rothschildi",2437598,2623.1225
"756","Coleura afra",2433088,10.68
"757","Coleura seychellensis",2433087,10.64
"758","Colobus angolensis",5963047,8937.5
"759","Colobus guereza",5963045,9793.47052933333
"760","Colobus polykomos",5963044,8737.907141
"761","Colobus satanas",5963046,8653.145
"762","Colobus vellerosus",6075599,8509
"763","Colomys goslingi",2439133,60.5
"764","Condylura cristata",2436248,52.15
"765","Conepatus chinga",2434870,3400
"766","Conepatus humboldtii",2434890,2248.805
"767","Conepatus leuconotus",2434878,2272.645
"768","Conepatus mesoleucus",2434881,2750
"769","Conepatus semistriatus",2434883,2024.335
"770","Conilurus albipes",2437960,200
"771","Conilurus penicillatus",2437959,185.905
"772","Connochaetes gnou",2441106,132250
"773","Connochaetes taurinus",2441105,166975.455066667
"774","Connochaetus taurinus",2441105,163000
"775","Cormura brevirostris",2433102,9.26
"776","Corynorhinus mexicanus",2432488,11.7
"777","Corynorhinus rafinesquii",2432491,9.15
"778","Corynorhinus townsendii",2432479,10.3
"779","Craseonycteris thonglongyai",2433358,1.98
"780","Crateromys australis",2438818,517.32
"781","Crateromys paulus",2438817,451.51
"782","Crateromys schadenbergi",2438816,1363.72
"783","Cratogeomys castanops",7261626,266.415
"784","Cratogeomys fumosus",4264557,150
"785","Cratogeomys goldmani",7261628,266.415
"786","Cratogeomys gymnurus",7261631,599.99
"787","Cratogeomys merriami",7261625,419.99
"788","Cratogeomys neglectus",4264595,302.48
"789","Cratogeomys tylorhinus",7261629,276.71
"790","Cratogeomys zinseri",4264583,150
"791","Cremnomys cutchicus",2438730,59.8
"792","Cricetomys ansorgei",4263434,1400
"793","Cricetomys emini",2438551,1400
"794","Cricetomys gambianus",2438550,1565.8
"795","Cricetulus migratorius",2438772,30.7
"796","Cricetus cricetus",2438704,425.1
"797","Crocidura aleksandrisi",2435693,7.425
"798","Crocidura arabica",2435573,10.6
"799","Crocidura attila",2435737,17.1
"800","Crocidura baileyi",2435722,17.2
"801","Crocidura baluensis",2435668,12
"802","Crocidura batesi",2435708,16.49
"803","Crocidura beatus",2435689,10.55
"804","Crocidura beccarii",2435653,12
"805","Crocidura bottegi",2435638,3.49
"806","Crocidura brunnea",2435644,12
"807","Crocidura canariensis",2435551,7.5
"808","Crocidura caspica",2435744,9.9
"809","Crocidura crossei",2435671,9.5
"810","Crocidura cyanea",2435651,8.58
"811","Crocidura denti",2435631,7
"812","Crocidura dhofarensis",2435603,11.5
"813","Crocidura dolichura",2435567,5.63
"814","Crocidura douceti",2435548,4.3
"815","Crocidura dsinezumi",2435532,10.6
"816","Crocidura elgonius",2435715,6.5
"817","Crocidura flavescens",9177524,32.705
"818","Crocidura foetida",2435541,12
"819","Crocidura foxi",2435614,21
"820","Crocidura fuliginosa",2435562,12
"821","Crocidura fulvastra",2435545,10
"822","Crocidura fumosa",2435745,14.49
"823","Crocidura fuscomurina",2435727,5.3
"824","Crocidura goliath",2435696,87.92
"825","Crocidura gracilipes",2435679,6.69
"826","Crocidura grandiceps",2435664,23
"827","Crocidura grassei",2435625,8.17
"828","Crocidura grayi",2435578,10.7
"829","Crocidura hildegardeae",2435725,10.245
"830","Crocidura hirta",2435710,14.2025
"831","Crocidura horsfieldii",2435677,5.47
"832","Crocidura ichnusae",2435728,10.6
"833","Crocidura indochinensis",2435713,5.47
"834","Crocidura jacksoni",2435662,7
"835","Crocidura jenkinsi",2435640,31.03
"836","Crocidura jouvenetae",2435601,9.9225
"837","Crocidura lepidura",2435670,12
"838","Crocidura leucodon",2435723,11.32
"839","Crocidura littoralis",2435690,17.305
"840","Crocidura longipes",2435673,19.3
"841","Crocidura ludia",2435608,5.39
"842","Crocidura luna",2435572,12.175
"843","Crocidura lusitania",2435552,2.48
"844","Crocidura macmillani",2435756,12.8
"845","Crocidura malayana",2435721,12
"846","Crocidura maquassiensis",2435686,5.99
"847","Crocidura mariquensis",2435632,10.025
"848","Crocidura maurisca",2435618,14
"849","Crocidura monax",2435748,16
"850","Crocidura montis",2435716,14.49
"851","Crocidura muricauda",2435682,5.63
"852","Crocidura mutesae",2435649,15.8
"853","Crocidura nanilla",2435615,6.5
"854","Crocidura negligens",2435705,12
"855","Crocidura negrina",2435565,11.33
"856","Crocidura nicobarica",2435546,31.03
"857","Crocidura nigeriae",2435530,17.1
"858","Crocidura nigricans",2435746,10.35
"859","Crocidura nigrofusca",2435680,11.75
"860","Crocidura niobe",2435626,16
"861","Crocidura obscurior",2435613,3.49
"862","Crocidura olivieri",2435579,37.63
"863","Crocidura orientalis",2435718,12
"864","Crocidura orii",2435561,10.6
"865","Crocidura pasha",2435695,6.5
"866","Crocidura phaeura",2435663,10.49
"867","Crocidura planiceps",2435611,2.5
"868","Crocidura poensis",2435577,17.2
"869","Crocidura polia",2435560,5.63
"870","Crocidura pullata",2435761,10.6
"871","Crocidura raineyi",2435739,14.49
"872","Crocidura rapax",2435750,10.6
"873","Crocidura religiosa",8934499,7
"874","Crocidura russula",2435654,10.8766666666667
"875","Crocidura selina",2435639,14.49
"876","Crocidura shantungensis",2435741,7.425
"877","Crocidura sibirica",2435609,10.94
"878","Crocidura sicula",2435553,10.84
"879","Crocidura silacea",2435536,10.25
"880","Crocidura somalica",2435736,11.5
"881","Crocidura stenocephala",2435707,17.305
"882","Crocidura suaveolens",2435687,7.20833333333333
"883","Crocidura tarella",2435636,12.42
"884","Crocidura tarfayensis",2435605,6.085
"885","Crocidura tenuis",2435549,12
"886","Crocidura theresae",2435749,19.3
"887","Crocidura turba",2435704,12.42
"888","Crocidura ultima",2435683,16
"889","Crocidura usambarae",2435669,11.83
"890","Crocidura viaria",2435630,15
"891","Crocidura virgata",2435606,10.49
"892","Crocidura vorax",2435637,10.6
"893","Crocidura vosmaeri",2435675,12
"894","Crocidura watasei",2435692,5.47
"895","Crocidura whitakeri",2435602,5.58
"896","Crocidura wimmeri",2435566,23.5
"897","Crocidura wuchihensis",2435650,5.47
"898","Crocidura yankariensis",2435531,4.99
"899","Crocidura zaphiri",2435730,36.36
"900","Crocidura zimmeri",2435702,14.49
"901","Crocidura zimmermanni",2435665,10.6
"902","Crocuta crocuta",5218781,63000
"903","Crossarchus alexandri",5219136,1503.4
"904","Crossarchus ansorgei",5219139,700
"905","Crossarchus obscurus",5219137,790
"906","Crossarchus platycephalus",5219138,790
"907","Crossomys moncktoni",2438683,168.42
"908","Crunomys fallax",2438562,35.72
"909","Crunomys melanius",2438560,30.58
"910","Cryptochloris wintoni",5218453,22.88
"911","Cryptochloris zyli",5218454,21.095
"912","Cryptomys amatus",4263045,77.95
"913","Cryptomys anselli",4263049,87.795
"914","Cryptomys bocagei",2437216,86.75
"915","Cryptomys damarensis",2437214,146.55
"916","Cryptomys darlingi",4263050,68.975
"917","Cryptomys hottentotus",2437213,96.7666666666667
"918","Cryptomys mechowi",2437217,271.26
"919","Cryptomys ochraceocinereus",2437215,200
"920","Cryptoprocta ferox",2433516,9500
"921","Cryptotis alticola",5219500,6.865
"922","Cryptotis equatoris",5219501,11.77
"923","Cryptotis goldmani",5219488,8.1825
"924","Cryptotis goodwini",5219479,16
"925","Cryptotis gracilis",5219505,7.5
"926","Cryptotis lacertosus",8840117,15
"927","Cryptotis magna",5219481,7
"928","Cryptotis mam",9081746,9
"929","Cryptotis mayensis",5219502,8.32
"930","Cryptotis medellinia",5219487,11.77
"931","Cryptotis mera",5219504,8.32
"932","Cryptotis meridensis",5219507,12.2
"933","Cryptotis merriami",5219491,8.32
"934","Cryptotis mexicana",5219495,7.5
"935","Cryptotis montivaga",5219515,11.29
"936","Cryptotis nelsoni",5219480,7
"937","Cryptotis nigrescens",5219484,7.41
"938","Cryptotis obscura",5219506,7
"939","Cryptotis orophila",5219493,6.2
"940","Cryptotis parva",5219509,5.8
"941","Cryptotis peregrina",5219482,7
"942","Cryptotis phillipsii",5219483,7
"943","Cryptotis squamipes",5219477,11
"944","Cryptotis thomasi",5219498,11.77
"945","Cryptotis tropicalis",5219496,6.2
"946","Ctenodactylus gundi",5219941,288.8
"947","Ctenodactylus vali",5219940,288.41
"948","Ctenomys argentinus",2439626,221.3
"949","Ctenomys australis",2439639,340
"950","Ctenomys azarae",2439628,340
"951","Ctenomys bergi",4263411,178.44
"952","Ctenomys boliviensis",2439616,462.6
"953","Ctenomys bonettoi",2439641,202.3
"954","Ctenomys brasiliensis",2439630,462.6
"955","Ctenomys budini",4263398,172.9
"956","Ctenomys colburni",2439618,400
"957","Ctenomys coludo",4263382,289.94
"958","Ctenomys conoveri",2439643,859.99
"959","Ctenomys dorsalis",2439632,165.6
"960","Ctenomys emilianus",2439620,285.29
"961","Ctenomys famosus",4263385,289.94
"962","Ctenomys fochi",4263371,178.44
"963","Ctenomys fodax",4263412,140.84
"964","Ctenomys frater",2439607,172.9
"965","Ctenomys fulvus",2439609,294.97
"966","Ctenomys goodfellowi",4263406,462.6
"967","Ctenomys haigi",2439635,164
"968","Ctenomys johannis",4263377,289.94
"969","Ctenomys juris",4263369,178.44
"970","Ctenomys knighti",2439622,316
"971","Ctenomys latro",2439611,185.22
"972","Ctenomys leucodon",2439637,243.6
"973","Ctenomys lewisi",2439624,117.2
"974","Ctenomys magellanicus",2439613,271.44
"975","Ctenomys maulinus",2439638,196.72
"976","Ctenomys mendocinus",2439625,178.44
"977","Ctenomys minutus",2439614,92
"978","Ctenomys occultus",2439615,164.22
"979","Ctenomys opimus",2439640,288.7625
"980","Ctenomys pearsoni",2439629,212
"981","Ctenomys perrensi",4263372,400
"982","Ctenomys peruanus",2439642,490
"983","Ctenomys pontifex",2439631,400
"984","Ctenomys porteousi",2439619,192.4
"985","Ctenomys pundti",4263380,178.44
"986","Ctenomys rionegrensis",4263376,92
"987","Ctenomys saltarius",2439606,230
"988","Ctenomys sericeus",2439633,400
"989","Ctenomys sociabilis",2439608,400
"990","Ctenomys steinbachi",2439634,384.99
"991","Ctenomys sylvanus",4263370,172.9
"992","Ctenomys talarum",2439621,125.96
"993","Ctenomys torquatus",2439610,242.245
"994","Ctenomys tuconax",2439636,248.99
"995","Ctenomys tucumanus",2439623,197.72
"996","Ctenomys tulduco",4263381,289.94
"997","Ctenomys validus",2439612,232.6
"998","Ctenomys viperinus",4263367,316
"999","Cuniculus paca",4263039,9052
"1000","Cuniculus taczanowskii",5706515,9000
"1001","Cuon alpinus",2434317,15750
"1002","Cyclopes didactylus",2436326,235.658333333333
"1003","Cynictis penicillata",2434174,598.5
"1004","Cynocephalus volans",5218414,1250
"1005","Cynogale bennettii",2434758,4123.285
"1006","Cynomops abrasus",7261913,35.39
"1007","Cynomops greenhalli",4266508,15.87
"1008","Cynomops paranus",4266510,12.16
"1009","Cynomops planirostris",4266507,12.84
"1010","Cynomys gunnisoni",2437236,807.3
"1011","Cynomys leucurus",2437233,918.63
"1012","Cynomys ludovicianus",2437232,1085.21895866667
"1013","Cynomys mexicanus",2437234,864.04
"1014","Cynomys parvidens",2437235,807.3
"1015","Cynopterus brachyotis",2432837,35.5333333333333
"1016","Cynopterus horsfieldii",7261747,56.955
"1017","Cynopterus luzoniensis",4265693,37.2
"1018","Cynopterus minutus",4265710,37.3
"1019","Cynopterus sphinx",2432836,40.7
"1020","Cynopterus titthaecheilus",2432833,41.055
"1021","Cystophora cristata",5219378,250948.40435
"1022","Cyttarops alecto",2433138,5.3
"1023","Dactylomys boliviensis",2439798,689.39
"1024","Dactylomys dactylinus",2439800,649.98
"1025","Dactylomys peruanus",2439799,382
"1026","Dactylopsila megalura",2440038,400
"1027","Dactylopsila palpator",2440032,369.87
"1028","Dactylopsila tatei",2440039,359
"1029","Dactylopsila trivirgata",2440033,406.705
"1030","Dama dama",5220136,51306.1525
"1031","Damaliscus korrigum",7261430,118597.435
"1032","Damaliscus lunatus",2441041,118829.40655
"1033","Damaliscus pygargus",2441042,84500
"1034","Dasycercus byrnei",2435468,99.9769768
"1035","Dasycercus cristicauda",2435422,90.5940796866667
"1036","Dasykaluta rosamondae",2435441,31.084265905
"1037","Dasymys alleni",4264904,116.965
"1038","Dasymys foxi",2438417,116.965
"1039","Dasymys incomtus",2438420,116.965
"1040","Dasymys montanus",2438418,116.965
"1041","Dasymys nudipes",2438416,116.965
"1042","Dasymys rufulus",2438419,116.965
"1043","Dasyprocta azarae",2437582,3630.9525
"1044","Dasyprocta coibae",2437579,2229.56
"1045","Dasyprocta cristata",8984909,2650
"1046","Dasyprocta fuliginosa",2437581,3500.01
"1047","Dasyprocta guamara",2437578,2650.03
"1048","Dasyprocta kalinowskii",2437574,2650.03
"1049","Dasyprocta leporina",2437577,2831.680204
"1050","Dasyprocta mexicana",2437584,3424.9975
"1051","Dasyprocta prymnolopha",2437580,2900
"1052","Dasyprocta punctata",2437576,2189.78
"1053","Dasypus hybridus",2440778,1500
"1054","Dasypus kappleri",2440788,9926.415
"1055","Dasypus novemcinctus",2440779,4089.67
"1056","Dasypus pilosus",2440777,4444.98
"1057","Dasypus sabanicola",2440787,1265.0025
"1058","Dasypus septemcinctus",2440776,1500.82
"1059","Dasyuroides byrnei",2435467,103.333333333333
"1060","Dasyurus albopunctatus",2435359,603.48
"1061","Dasyurus geoffroii",2435362,1237.791937
"1062","Dasyurus hallucatus",2435358,537.823099
"1063","Dasyurus maculatus",2435361,3021.33333333333
"1064","Dasyurus spartacus",2435360,885.67
"1065","Dasyurus viverrinus",2435357,923.433333333333
"1066","Daubentonia madagascariensis",5219587,2443.915
"1067","Delanymys brooksi",2437678,4.99
