"","species_names","X","ID","Binomial","Common_name","Location","Country","Region","Latitude","Longitude","Class","Order","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_biome","minyear","maxyear","duration","points","taxa","first_order_coefficient","first_order_pvalue","second_order_coefficient","second_order_pvalue","strd_error","intercept","x_m","p1","p2","p3","CV","MSE","D","r.sq","derivative","intercept_derivative","derivated_curvature","direction","acceleration","shape_class","linear_slope","linear_slope_pvalue","linear_intercept","first_X_value","last_X_value","magnitude","lin_class","gnbn","dir2","full_realm","LoNL","redlistCategory","populationTrend","GBIF_ID"
"37","Antilocapra americana",1497,3407,"Antilocapra_americana","Pronghorn","Vizcaino Biosphere Reserve, Baja California","Mexico","Latin America and Caribbean",27.43583,"-113.60611","Mammalia","Artiodactyla","Terrestrial","Nearctic","Tropical and subtropical dry broadleaf forests","NULL","NULL","NULL","NULL",1977,2003,27,24,"Mammals",0.0126673078599223,0.351040424643151,0,0.782855179178458,0.515220937966608,-21.0356288954481,1990,NA,NA,NA,0.12084445579512,0.232271038054292,0.124327379386685,-0.046041985039001,0.0126673078599223,-21.0356288954481,NA,"stable","constant","stable_constant",0.0126673078599229,0.340436669444396,-21.0356288954493,1977,2003,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2440902"
"38","Antilocapra americana",7164,18286,"Antilocapra_americana","Pronghorn","Southwestern Arizona","United States","North America",32.26,"-112.925833","Mammalia","Artiodactyla","Terrestrial","Nearctic","Deserts and xeric shrublands","NULL","NULL","NULL","NULL",1992,2010,19,10,"Mammals",-0.0754462090829158,0.0321953436796891,0,0.135478250191522,0.514123541786883,155.494085796544,2001,NA,NA,NA,0.155891801433584,0.185026111353642,0.11666961826297,0.469094971583597,-0.0754462090829158,155.494085796544,NA,"decrease","constant","decrease_constant",-0.0754462090829158,0.0429771212039964,155.494085796544,1992,2010,0,"negative","bad","Decrease
linear","Nearctic","linear","Least Concern","Stable","2440902"
"39","Antilocapra americana",7288,19103,"Antilocapra_americana","Pronghorn","North Dakota","United States","North America",47.630954,"-100.458883","Mammalia","Artiodactyla","Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1974,2014,41,41,"Mammals",9.77829015657389,9.76260117519526e-07,-0.00244256191762897,0.000257971177854392,0.485477756908574,-9777.44875329957,1994,2001.64632183937,1985.25544663957,2018.03719703877,0.0857746546716521,0.218443141297884,0.0409535728894862,0.546613642448346,NA,NA,2.66493565885285e-06,"stable","concave","stable_concave",0.0373532290695556,1.50013835567571e-05,-66.076595246205,1974,2014,0.00488512383525794,"positive","bad","No trend
non linear","Nearctic","non linear","Least Concern","Stable","2440902"
"40","Apodemus flavicollis",3011,6174,"Apodemus_flavicollis","Yellow-necked field mouse","Bialowieza National Park","Poland","Europe",52.732222,"23.857222","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1971,1991,21,21,"Mammals",0.00505521585915972,0.766274091560032,0,0.6448672116015,0.464821117085973,-9.09295209704426,1981,NA,NA,NA,0.482683068608606,0.18519314647633,0.62948024481219,-0.0922508315523138,0.00505521585915972,-9.09295209704426,NA,"stable","constant","stable_constant",0.00505521585915944,0.76129825135707,-9.0929520970437,1971,1991,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2437756"
"41","Apodemus flavicollis",3012,6175,"Apodemus_flavicollis","Yellow-necked field mouse","Boda, Vastemorrland","Sweden","Europe",62.85,"16.66667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1970,1988,19,19,"Mammals",0.00316755932484636,0.75141702505206,0,0.920420875637742,0.23465811201139,-6.05913208130331,1979,NA,NA,NA,1.0599511771646,0.0463700459223157,1.25480097185962,-0.117029865622223,0.00316755932484636,-6.05913208130331,NA,"stable","constant","stable_constant",0.00316755932484598,0.743883259044575,-6.05913208130257,1970,1988,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2437756"
"42","Apodemus flavicollis",2778,5818,"Apodemus_flavicollis","Yellow-necked field mouse","Grunewalds (Grunewald Forest) West Berlin","Germany","Europe",52.53333,"13.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1959,1973,15,15,"Mammals",107.542161747426,0.0253217806068276,-0.0273680437254896,0.00215743814836752,0.45214366272026,-105640.21967944,1966,1964.73965815951,1961.9096798408,1967.56963647803,0.129752782156584,0.163547113390474,0.111394130698244,0.583738700010342,NA,NA,-0.000612739669060962,"stable","concave","stable_concave",-0.0689861811993055,0.100539834910475,141.027864248626,1959,1973,0.0547360874509791,"no trend","bad","No trend
non linear","Palearctic","non linear","Least Concern","Stable","2437756"
"43","Apodemus sylvaticus",8465,21296,"Apodemus_sylvaticus","Long-tailed field mouse","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",0.961701044324516,0.110155249629574,-0.000239900096951175,0.000458188662305876,0.00955763941124211,-959.171004924059,2005.5,2004.37819022692,1999.43947673023,2009.31690372352,0.00283973808865336,7.88918614177836e-05,0.00151458794059236,0.470509675698344,NA,NA,-3.71724697595183e-10,"stable","concave","stable_concave",-0.000538244546645586,0.231310877866435,5.70478601259595,1995,2016,0.00047980019390235,"no trend","bad","No trend
non linear","Palearctic","non linear","Least Concern","Stable","2437760"
"44","Apodemus sylvaticus",3013,6176,"Apodemus_sylvaticus","Long-tailed field mouse","Wytham Wood","United Kingdom","Europe",51.776231,"-1.333737","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1950,1977,28,26,"Mammals",0.00751839161598165,0.432722957187869,0,0.560176065086385,0.390580873135828,-11.4248567273919,1963.5,NA,NA,NA,0.114771868317634,0.134951100944983,0.12120764086325,-0.0422247125890782,0.00751839161598165,-11.4248567273919,NA,"stable","constant","stable_constant",0.00751839161598158,0.426128586252853,-11.4248567273918,1950,1977,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2437760"
"45","Arctocephalus australis",1048,2181,"Arctocephalus_australis","South american fur seal","Peruvian coast","Peru","Latin America and Caribbean",-10.27444,"-78.24194","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Tropical and subtropical Indo-Pacific","Unknown",1974,2005,32,13,"Mammals",-0.0161526161421863,0.206263723298639,0,0.239586352015961,0.442789115048081,41.6250349346937,1989.5,NA,NA,NA,0.0496782594674247,0.150817077234664,0.0329878059464881,0.103858513957186,-0.0161526161421863,41.6250349346937,NA,"stable","constant","stable_constant",-0.0161526161421861,0.21419215335841,41.6250349346933,1974,2005,0,"no trend","no","No trend
linear","Tropical and subtropical Indo-Pacific","linear","Least Concern","Increasing","2433480"
"46","Arctocephalus gazella",4875,11422,"Arctocephalus_gazella","Antarctic fur seal","Amsterdam Island and St. Paul Islands","French Southern Territories","Antarctic",-37.83333,"77.51667","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","Unknown",1983,1993,11,11,"Mammals",0.165630499117398,1.97370087284927e-05,0,0.743283909142137,0.194679734585542,-325.422493052257,1988,NA,NA,NA,0.149742412531906,0.0275637811333069,0.0476935695729698,0.886022660045076,0.165630499117398,-325.422493052257,NA,"increase","constant","increase_constant",0.165630499117396,5.98933518276608e-06,-325.422493052254,1983,1993,0,"positive","good","Increase
linear","South temperate and Antarctic","linear","Least Concern","Decreasing","2433472"
"47","Arctocephalus philippii",1049,2185,"Arctocephalus_philippii","Guadalupe fur seal","Guadalupe Island, Mexico","Mexico","Latin America and Caribbean",28.88333,"-118.3","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Tropical and subtropical Indo-Pacific","Unknown",1954,1992,39,20,"Mammals",0.131600962293566,1.01003450394995e-05,0,0.718263204522831,1.07107504645831,-253.74863158469,1973,NA,NA,NA,0.320465995310138,0.975121491873826,0.331997541798235,0.656505261996862,0.131600962293566,-253.74863158469,NA,"increase","constant","increase_constant",0.131600962293567,5.73902984054473e-06,-253.748631584692,1954,1992,0,"positive","good","Increase
linear","Tropical and subtropical Indo-Pacific","linear","Least Concern","Increasing","2433470"
"48","Arctocephalus pusillus",890,1939,"Arctocephalus_pusillus","Cape fur seal","South Africa","South Africa","Africa",-30.68333,"26.01667","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Atlantic tropical and subtropical","Temperate upwelling",1950,1979,30,30,"Mammals",3.26592204349134,3.97648805305021e-13,-0.000821997655586723,0.0311664157660134,0.13247615769344,-3232.68860357276,1964.5,1986.57625194819,1963.53340583709,2009.6190980592,0.0321304690870827,0.0157949391214956,0.0115458293136388,0.855616203113621,0.0362932546911077,-60.3857257737325,2.93304772213552e-07,"increase","decelerated","increase_decelerated",0.0362932546911073,1.18419233869461e-12,-60.4473070980967,1950,1979,0.00164046277374251,"positive","good","Increase
non linear","Atlantic tropical and subtropical","non linear","Least Concern","Increasing","2433475"
"49","Arctocephalus pusillus",891,1940,"Arctocephalus_pusillus","Cape fur seal","South Africa Total","South Africa","Africa",-30.68333,"26.01667","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Atlantic tropical and subtropical","Temperate upwelling",1970,1997,28,13,"Mammals",4.41980637966525,1.20686753519023e-09,-0.00110645439598305,0.000208162333270956,0.0457046175399448,-4401.12796883373,1983.5,1997.28357341758,1984.09493928511,2011.0879779631,0.0236563308707216,0.00160685543420971,0.00565079704809151,0.975610256883397,0.0305017908004772,-48.0351428270851,4.47058098141759e-07,"increase","decelerated","increase_decelerated",0.031438021443231,3.27219775094453e-07,-49.9728931057886,1970,1997,0.00220981485954308,"positive","good","Increase
non linear","Atlantic tropical and subtropical","non linear","Least Concern","Increasing","2433475"
"50","Arctocephalus tropicalis",4876,11423,"Arctocephalus_tropicalis","Sub-antarctic fur seal","Amsterdam Island and St. Paul Islands","French Southern Territories","Antarctic",-37.83333,"77.51667","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","Unknown",1978,1993,16,16,"Mammals",43.9066920896247,0.000225194513854019,-0.0110374717279953,0.0109069516415268,0.281143478430975,-43659.9318009695,1985.5,1988.98321878644,1982.7531007753,1995.21333679757,0.109973208209765,0.0642213450647179,0.0616126323605562,0.682445626317813,NA,NA,0.000110764463767546,"stable","concave","stable_concave",0.0768918577554535,0.00121444654567841,-148.132167055555,1978,1993,0.0220749434559905,"positive","bad","No trend
non linear","South temperate and Antarctic","non linear","Least Concern","Stable","2433471"
"51","Arctocephalus tropicalis",12592,106552,"Arctocephalus_tropicalis","Sub-antarctic fur seal","Macquarie Island, Tasmania (SiteID=49411)","Australia","Oceania",-54.62990868,"158.8809506","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","NULL",1986,2011,26,23,"Mammals",5.62941645723969,1.52530850530449e-13,-0.00139293126707235,0.0130950373029254,0.118141300006798,-5683.57665780041,1998.5,2020.70862730777,1993.94279946761,2047.44776348878,0.134017003667456,0.0121368406672141,0.0448943071386988,0.933320058062879,0.0618701827514907,-120.206043018076,1.42683529134237e-06,"increase","decelerated","increase_decelerated",0.059871629194386,8.09711788494225e-13,-116.282553901215,1986,2011,0.00276283424349166,"positive","good","Increase
non linear","South temperate and Antarctic","non linear","Least Concern","Stable","2433471"
"52","Arvicola amphibius",2779,5819,"Arvicola_amphibius","Water vole","Stuttgart, Baden-Wurttemburg","Germany","Europe",48.78333,"9.21667","Mammalia","Rodentia","Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL",1963,1989,27,27,"Mammals",-0.0144024806339964,0.138692856698801,0,0.562632036685329,0.380577783326288,29.7465417740556,1976,NA,NA,NA,0.299554431050349,0.12874617703249,0.247670711501038,0.025871416100787,-0.0144024806339964,29.7465417740556,NA,"stable","constant","stable_constant",-0.014402480633997,0.133207661009953,29.7465417740567,1963,1989,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","4265185"
"53","Arvicola amphibius",2780,5820,"Arvicola_amphibius","Water vole","Brevine region","Switzerland","Europe",46.98333,"6.6","Mammalia","Rodentia","Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL",1965,1980,16,16,"Mammals",-0.114533019227498,0.0551455977732997,0,0.122307612496703,1.00249838163578,228.368057923751,1972.5,NA,NA,NA,0.474157797585223,0.816564941710674,0.352409370444094,0.25630496080064,-0.114533019227498,228.368057923751,NA,"stable","constant","stable_constant",-0.114533019227498,0.0668160069185858,228.36805792375,1965,1980,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","4265185"
"54","Ateles geoffroyi",4672,10942,"Ateles_geoffroyi","Black-handed spider monkey","Barro Colorado Island","Panama","Latin America and Caribbean",9.15,"-79.83333","Mammalia","Primates","Terrestrial","Neotropical","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",1966,2003,38,25,"Mammals",0.0289798132982586,1.69849832496054e-09,0,0.6694382266009,0.157577334137046,-54.9566263511248,1984.5,NA,NA,NA,0.135048171461447,0.0218509422856895,0.0396199672790008,0.797454029816339,0.0289798132982586,-54.9566263511248,NA,"increase","constant","increase_constant",0.0289798132982584,7.76668848416574e-10,-54.9566263511245,1966,2003,0,"positive","good","Increase
linear","Neotropical","linear","Endangered","Decreasing","2436643"
"55","Balaena mysticetus",1050,2186,"Balaena_mysticetus","Bowhead whale","Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock)","United States","North America",71.32306,"-165.58333","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Arctic","Polar seas",1978,2001,24,11,"Mammals",0.0366397010898889,0.0074577640256131,0,0.578506107141258,0.213646288378909,-64.0066998102124,1989.5,NA,NA,NA,0.0353466260334968,0.0331961720276974,0.0310006612033983,0.523160192971047,0.0366397010898889,-64.0066998102124,NA,"increase","constant","increase_constant",0.0366397010898889,0.00496836500833217,-64.0066998102124,1978,2001,0,"positive","good","Increase
linear","Arctic","linear","Least Concern","Increasing","2440330"
"56","Balaenoptera musculus",5267,12504,"Balaenoptera_musculus","Blue whale","Gully marine canyon, Scotian Shelf, off the coast of Nova Scotia","Canada","North America",43.84,"-58.93","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1988,2011,24,18,"Mammals",0.00145971107000836,0.0304715723527717,0,0.873421706016454,0.0176641465074856,-2.90506050137361,1999.5,NA,NA,NA,1.49322850394355,0.000260018393198264,1.98095660553392,0.180077876617577,0.00145971107000836,-2.90506050137361,NA,"increase","constant","increase_constant",0.00145971107000836,0.0253873584842573,-2.90506050137362,1988,2011,0,"positive","good","Increase
linear","Atlantic north temperate","linear","Endangered","Increasing","2440735"
"57","Balaenoptera musculus",5188,12307,"Balaenoptera_musculus","Blue whale","Mingan Region, The Gulf of St. Lawrence","Canada","North America",50.078295,"-63.877945","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1987,2008,22,22,"Mammals",-0.121475685211574,0.000213256175438206,0,0.42837272930152,0.792452421305303,244.138255342864,1997.5,NA,NA,NA,0.737965785901849,0.542347089119096,1.744444768058,0.481000692386255,-0.121475685211574,244.138255342864,NA,"decrease","constant","decrease_constant",-0.121475685211574,0.00017278326765557,244.138255342865,1987,2008,0,"negative","bad","Decrease
linear","Atlantic north temperate","linear","Endangered","Increasing","2440735"
"58","Balaenoptera physalus",4556,10698,"Balaenoptera_physalus","Fin whale","Ligurian and Corsican Seas - western waters including continental shelf and offshore","France","Europe",43.17417,"8.31111","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1990,1999,10,10,"Mammals",2.47660799799324,0.967162591867366,-0.00062085267925783,0.0402006241043097,0.00567617623446242,-2469.80518881567,1994.5,1994.52147082121,1992.42533380766,1996.61760783472,0.507637248366155,2.25532836512732e-05,0.458983785289283,0.324255919448278,NA,NA,1.23317745239462e-10,"stable","concave","stable_concave",2.66604337508617e-05,0.974431991638167,-0.0395719690792913,1990,1999,0.00124170535851566,"no trend","bad","No trend
non linear","Atlantic north temperate","non linear","Vulnerable","Increasing","2440718"
"59","Balaenoptera physalus",5186,12305,"Balaenoptera_physalus","Fin whale","Gully marine canyon, Scotian Shelf, off the coast of Nova Scotia","Canada","North America",43.84,"-58.93","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1988,2011,24,18,"Mammals",-0.0015312309796571,0.00738904036835156,0,0.128453678453395,0.0143019341949651,3.07638129805392,1999.5,NA,NA,NA,1.1832427000805,0.000170454434764261,2.43173716114942,0.374293646943341,-0.0015312309796571,3.07638129805392,NA,"decrease","constant","decrease_constant",-0.00153123097965708,0.00936938619928138,3.07638129805388,1988,2011,0,"negative","bad","Decrease
linear","Atlantic north temperate","linear","Vulnerable","Increasing","2440718"
