,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Trophic,Group,Mass_Spec_Meta_Watt,Inverse_Mass_Spec_Meta_Watt
349,1,9,Mammal,Didelphimorphia,Gracilinanus microtarsus,13,0.105555556,Omnivore,Marsupial,0.008119658,123.1578942
43410,1,9,Mammal,Didelphimorphia,Lutreolina crassicaudata,812,2.263888889,Omnivore,Marsupial,0.002788041,358.6748466
448,1,9,Mammal,Didelphimorphia,Marmosa robinsoni,122,0.544444444,Omnivore,Marsupial,0.004462659,224.0816328
4681,1,9,Mammal,Didelphimorphia,Metachirus nudicaudatus,336,1.144,Omnivore,Marsupial,0.003404762,293.7062937
490,1,9,Mammal,Didelphimorphia,Monodelphis brevicaudata,91.5,0.366,Omnivore,Marsupial,0.004,250
4911,1,9,Mammal,Didelphimorphia,Monodelphis domestica,104,0.335,Omnivore,Marsupial,0.003221154,310.4477612
6421,1,9,Mammal,Didelphimorphia,Philander opossum,751,1.886,Omnivore,Marsupial,0.002511318,398.1972428
362,1,9,Mammal,Didelphimorphia,Thylamys elegans,40,0.238888889,Omnivore,Marsupial,0.005972222,167.4418604
20,1,1,Mammal,Diprotodontia,Acrobates pygmaeus,14,0.083333333,Herbivore,Marsupial,0.005952381,168.0000007
27,1,1,Mammal,Diprotodontia,Aepyprymnus rufescens,2820,5.977777778,Herbivore,Marsupial,0.002119779,471.7472119
101,1,1,Mammal,Diprotodontia,Bettongia gaimardi,1385,3.577777778,Herbivore,Marsupial,0.002583233,387.1118012
1022,1,1,Mammal,Diprotodontia,Bettongia penicillata,1070,3.075,Herbivore,Marsupial,0.002873832,347.9674797
111,1,1,Mammal,Diprotodontia,Burramys parvus,44.3,0.205,Herbivore,Marsupial,0.00462754,216.097561
373,1,1,Mammal,Diprotodontia,Cercartetus concinnus,18.6,0.125,Herbivore,Marsupial,0.00672043,148.8
374,1,1,Mammal,Diprotodontia,Cercartetus lepidus,12.6,0.105555556,Herbivore,Marsupial,0.008377425,119.3684206
153,1,1,Mammal,Diprotodontia,Cercartetus nanus,64.8,0.311,Herbivore,Marsupial,0.004799383,208.3601286
22510,1,1,Mammal,Diprotodontia,Dendrolagus matschiei,6960,7.96,Herbivore,Marsupial,0.001143678,874.3718593
346,1,1,Mammal,Diprotodontia,Gymnobelideus leadbeateri,166,0.574,Herbivore,Marsupial,0.003457831,289.1986063
399,1,1,Mammal,Diprotodontia,Lagorchestes conspicillatus,2660,4.747222222,Herbivore,Marsupial,0.00178467,560.327677
406,1,1,Mammal,Diprotodontia,Lasiorhinus latifrons,25000,13.94444444,Herbivore,Marsupial,0.000557778,1792.828686
439,1,1,Mammal,Diprotodontia,Macropus eugenii,4796,7.758333333,Herbivore,Marsupial,0.001617668,618.1740065
440,1,1,Mammal,Diprotodontia,Macropus robustus,29300,31.05277778,Herbivore,Marsupial,0.001059822,943.5548796
4411,1,1,Mammal,Diprotodontia,Macropus rufus,28500,31.353,Herbivore,Marsupial,0.001100105,909.0039231
631,1,1,Mammal,Diprotodontia,Petauroides volans,1141,3.180555556,Herbivore,Marsupial,0.002787516,358.742358
632,1,1,Mammal,Diprotodontia,Petaurus breviceps,128.1,0.494444444,Herbivore,Marsupial,0.003859832,259.0786519
395,1,1,Mammal,Diprotodontia,Phalanger carmelitae,1389.7,2.983333333,Herbivore,Marsupial,0.002146746,465.8212291
396,1,1,Mammal,Diprotodontia,Phalanger gymnotis,1565.5,2.891666667,Herbivore,Marsupial,0.00184712,541.3832852
397,1,1,Mammal,Diprotodontia,Phalanger intercastellanus,1671.4,3.672222222,Herbivore,Marsupial,0.002197094,455.1467474
398,1,1,Mammal,Diprotodontia,Phalanger sericeus,1353.2,2.391666667,Herbivore,Marsupial,0.001767416,565.7979093
63810,1,1,Mammal,Diprotodontia,Phascolarctos cinereus,4732.4,5.744,Herbivore,Marsupial,0.00121376,823.8857939
687,1,1,Mammal,Diprotodontia,Potorous tridactylus,1045.5,2.556,Herbivore,Marsupial,0.002444763,409.0375587
7081,1,1,Mammal,Diprotodontia,Pseudocheirus peregrinus,860.1,1.583333333,Herbivore,Marsupial,0.001840871,543.2210527
7801,1,1,Mammal,Diprotodontia,Setonix brachyurus,2510,4.480555556,Herbivore,Marsupial,0.001785082,560.198388
7981,1,1,Mammal,Diprotodontia,Spilocuscus maculatus,4250,5.680361111,Herbivore,Marsupial,0.001336556,748.1918697
8371,1,1,Mammal,Diprotodontia,Tarsipes rostratus,10,0.161111111,Herbivore,Marsupial,0.016111111,62.06896556
8711,1,1,Mammal,Diprotodontia,Trichosurus vulpecula,1982,3.538888889,Herbivore,Marsupial,0.001785514,560.0627943
83,1,9,Mammal,Erinaceomorpha,Atelerix albiventris,450,0.827777778,Omnivore,Eutherian,0.001839506,543.6241609
2451,1,9,Mammal,Erinaceomorpha,Echinosorex gymnura,721.2,2.816,Omnivore,Eutherian,0.003904603,256.1079545
269,1,9,Mammal,Erinaceomorpha,Erinaceus concolor,822.7,1.936111111,Omnivore,Eutherian,0.002353362,424.9239599
352,1,9,Mammal,Erinaceomorpha,Hemiechinus auritus,398.5,0.845,Omnivore,Eutherian,0.002120452,471.5976331
421,1,9,Mammal,Erinaceomorpha,Hylomys suillus,77.3,0.447222222,Omnivore,Eutherian,0.00578554,172.8447206
589,1,9,Mammal,Erinaceomorpha,Paraechinus aethiopicus,453,0.627777778,Omnivore,Eutherian,0.001385823,721.5929201
103,1,2,Mammal,Eulipotyphla,Blarina brevicauda,21,0.291666667,Carnivore,Eutherian,0.013888889,71.99999992
426,1,2,Mammal,Eulipotyphla,Blarina carolinensis,10.2,0.186111111,Carnivore,Eutherian,0.018246187,54.80597018
1822,1,2,Mammal,Eulipotyphla,Condylura cristata,49,0.615,Carnivore,Eutherian,0.01255102,79.67479675
429,1,2,Mammal,Eulipotyphla,Crocidura flavescens,33.2,0.248,Carnivore,Eutherian,0.00746988,133.8709677
430,1,2,Mammal,Eulipotyphla,Crocidura hildegardeae,10,0.144444444,Carnivore,Eutherian,0.014444444,69.23076944
431,1,2,Mammal,Eulipotyphla,Crocidura jouvenetae,10.2,0.125,Carnivore,Eutherian,0.012254902,81.6
1951,1,2,Mammal,Eulipotyphla,Crocidura leucodon,11.7,0.166,Carnivore,Eutherian,0.014188034,70.48192771
434,1,2,Mammal,Eulipotyphla,Crocidura luna,11.8,0.138888889,Carnivore,Eutherian,0.011770245,84.95999993
435,1,2,Mammal,Eulipotyphla,Crocidura olivieri,38.9,0.325,Carnivore,Eutherian,0.008354756,119.6923077
436,1,9,Mammal,Eulipotyphla,Crocidura poensis,17.3,0.175,Omnivore,Eutherian,0.010115607,98.85714286
1961,1,2,Mammal,Eulipotyphla,Crocidura russula,10.4,0.127777778,Carnivore,Eutherian,0.012286325,81.39130421
1972,1,2,Mammal,Eulipotyphla,Crocidura suaveolens,6.5,0.105555556,Carnivore,Eutherian,0.016239316,61.57894711
441,1,2,Mammal,Eulipotyphla,Crocidura viaria,14.7,0.122222222,Carnivore,Eutherian,0.008314437,120.2727275
2021,1,2,Mammal,Eulipotyphla,Cryptotis parva,6.2,0.105555556,Carnivore,Eutherian,0.01702509,58.73684186
270,1,9,Mammal,Eulipotyphla,Erinaceus europaeus,749,1.883333333,Omnivore,Eutherian,0.002514464,397.6991151
446,1,2,Mammal,Eulipotyphla,Myosorex varius,12.3,0.133333333,Carnivore,Eutherian,0.010840108,92.25000023
447,1,2,Mammal,Eulipotyphla,Neomys anomalus,13.1,0.373,Carnivore,Eutherian,0.028473282,35.12064343
524,1,2,Mammal,Eulipotyphla,Neomys fodiens,13.5,0.219444444,Carnivore,Eutherian,0.016255144,61.51898747
450,1,2,Mammal,Eulipotyphla,Neurotrichus gibbsii,11.8,0.258333333,Carnivore,Eutherian,0.021892655,45.67741941
451,1,2,Mammal,Eulipotyphla,Notiosorex crawfordi,4,0.072222222,Carnivore,Eutherian,0.018055556,55.38461556
7572,1,2,Mammal,Eulipotyphla,Scalopus aquaticus,48,0.377777778,Carnivore,Eutherian,0.00787037,127.0588235
454,1,2,Mammal,Eulipotyphla,Scapanus latimanus,61,0.347222222,Carnivore,Eutherian,0.005692168,175.6800001
455,1,2,Mammal,Eulipotyphla,Scapanus orarius,61.2,0.291666667,Carnivore,Eutherian,0.004765795,209.8285712
456,1,2,Mammal,Eulipotyphla,Scapanus townsendii,130.1,0.608333333,Carnivore,Eutherian,0.00467589,213.8630138
7881,1,2,Mammal,Eulipotyphla,Sorex alpinus,7.8,0.267,Carnivore,Eutherian,0.034230769,29.21348315
7891,1,2,Mammal,Eulipotyphla,Sorex araneus,7.7,0.261111111,Carnivore,Eutherian,0.033910534,29.48936171
7901,1,2,Mammal,Eulipotyphla,Sorex cinereus,4.2,0.147222222,Carnivore,Eutherian,0.03505291,28.52830193
7911,1,2,Mammal,Eulipotyphla,Sorex coronatus,9.1,0.288888889,Carnivore,Eutherian,0.031746032,31.49999999
792,1,2,Mammal,Eulipotyphla,Sorex minutus,3.3,0.158333333,Carnivore,Eutherian,0.047979798,20.84210531
467,1,2,Mammal,Eulipotyphla,Sorex ornatus,9.7,0.292,Carnivore,Eutherian,0.030103093,33.21917808
468,1,2,Mammal,Eulipotyphla,Sorex palustris,14.4,0.388888889,Carnivore,Eutherian,0.027006173,37.02857142
793,1,2,Mammal,Eulipotyphla,Sorex vagrans,5.2,0.111111111,Carnivore,Eutherian,0.021367521,46.80000005
8151,1,2,Mammal,Eulipotyphla,Suncus etruscus,2.2,0.038888889,Carnivore,Eutherian,0.017676768,56.57142841
8161,1,2,Mammal,Eulipotyphla,Suncus murinus,39.7,0.403,Carnivore,Eutherian,0.010151134,98.51116625
475,1,1,Mammal,Hyracoidea,Dendrohyrax dorsalis,2210,4.191666667,Herbivore,Eutherian,0.001896682,527.2365805
360,1,1,Mammal,Hyracoidea,Heterohyrax brucei,1604.4,3.872,Herbivore,Eutherian,0.002413363,414.3595041
691,1,1,Mammal,Hyracoidea,Procavia capensis,2400,3.613888889,Herbivore,Eutherian,0.001505787,664.104535
480,1,1,Mammal,Lagomorpha,Brachylagus idahoensis,432,2.145,Herbivore,Eutherian,0.004965278,201.3986014
481,1,1,Mammal,Lagomorpha,Lepus alleni,3362,8.458333333,Herbivore,Eutherian,0.002515864,397.4778325
415,1,1,Mammal,Lagomorpha,Lepus americanus,1577,6.686111111,Herbivore,Eutherian,0.004239766,235.862069
484,1,1,Mammal,Lagomorpha,Lepus arcticus,3004,6.033333333,Herbivore,Eutherian,0.002008433,497.9005525
416,1,1,Mammal,Lagomorpha,Lepus californicus,1989,6.236111111,Herbivore,Eutherian,0.0031353,318.9487751
417,1,1,Mammal,Lagomorpha,Lepus timidus,3014.5,8.443,Herbivore,Eutherian,0.002800796,357.041336
418,1,1,Mammal,Lagomorpha,Lepus townsendii,2430,7.047222222,Herbivore,Eutherian,0.002900091,344.8167127
491,1,1,Mammal,Lagomorpha,Ochotona curzoniae,117.5,1.061111111,Herbivore,Eutherian,0.009030733,110.7329843
492,1,1,Mammal,Lagomorpha,Ochotona dauurica,127.7,1.388888889,Herbivore,Eutherian,0.010876186,91.94399999
546,1,1,Mammal,Lagomorpha,Ochotona princeps,109,0.930555556,Herbivore,Eutherian,0.008537207,117.1343283
495,1,1,Mammal,Lagomorpha,Oryctolagus cuniculus,2167.9,7.395,Herbivore,Eutherian,0.003411135,293.1575389
821,1,1,Mammal,Lagomorpha,Sylvilagus audubonii,672.4,2.441666667,Herbivore,Eutherian,0.003631271,275.3856655
2521,1,2,Mammal,Macroscelidea,Elephantulus brachyrhynchus,45.3,0.244,Carnivore,Eutherian,0.005386313,185.6557377
2531,1,2,Mammal,Macroscelidea,Elephantulus edwardii,49.8,0.302777778,Carnivore,Eutherian,0.006079875,164.4770641
2541,1,2,Mammal,Macroscelidea,Elephantulus intufi,46.5,0.288888889,Carnivore,Eutherian,0.006212664,160.9615384
504,1,2,Mammal,Macroscelidea,Elephantulus myurus,62.97,0.369444444,Carnivore,Eutherian,0.005866991,170.445113
2551,1,2,Mammal,Macroscelidea,Elephantulus rozeti,45.31,0.266666667,Carnivore,Eutherian,0.005885382,169.9124998
256,1,2,Mammal,Macroscelidea,Elephantulus rufescens,53,0.316666667,Carnivore,Eutherian,0.005974843,167.3684209
442,1,2,Mammal,Macroscelidea,Macroscelides proboscideus,38.8,0.288888889,Carnivore,Eutherian,0.00744559,134.3076923
633,1,2,Mammal,Macroscelidea,Petrodromus tetradactylus,208,0.852,Carnivore,Eutherian,0.004096154,244.1314554
513,1,9,Mammal,Microbiotheria,Dromiciops gliroides,40,0.177777778,Omnivore,Eutherian,0.004444444,224.9999997
571,1,2,Mammal,Monotremata,Ornithorhynchus anatinus,1030.3,1.931,Carnivore,Monotreme,0.001874211,533.5577421
826,1,2,Mammal,Monotremata,Tachyglossus aculeatus,2140,1.563888889,Carnivore,Monotreme,0.000730789,1368.383659
518,1,2,Mammal,Monotremata,Zaglossus bartoni,10300,6.780555556,Carnivore,Monotreme,0.000658306,1519.04957
519,1,2,Mammal,Monotremata,Zaglossus bruijni,11848.6,6.493,Carnivore,Monotreme,0.000547997,1824.826736
520,1,9,Mammal,Notoryctemorphia,Notoryctes caurinus,34.2,0.119444444,Omnivore,Marsupial,0.003492528,286.3255825
521,1,9,Mammal,Peramelemorphia,Echymipera kalubu,695,1.9,Omnivore,Marsupial,0.002733813,365.7894737
2461,1,9,Mammal,Peramelemorphia,Echymipera rufescens,886.6,2.255,Omnivore,Marsupial,0.002543424,393.1707317
382,1,9,Mammal,Peramelemorphia,Isoodon auratus,428,0.836111111,Omnivore,Marsupial,0.001953531,511.8936878
383,1,9,Mammal,Peramelemorphia,Isoodon macrourus,1551,3.202,Omnivore,Marsupial,0.002064475,484.3847595
384,1,9,Mammal,Peramelemorphia,Isoodon obesulus,717,1.238,Omnivore,Marsupial,0.001726639,579.1599354
443,1,9,Mammal,Peramelemorphia,Macrotis lagotis,1011,1.975,Omnivore,Marsupial,0.001953511,511.8987342
6171,1,9,Mammal,Peramelemorphia,Perameles gunnii,695,1.902,Omnivore,Marsupial,0.002736691,365.404837
618,1,9,Mammal,Peramelemorphia,Perameles nasuta,645,1.763,Omnivore,Marsupial,0.002733333,365.8536585
536,1,1,Mammal,Perissodactyla,Equus asinus,177500,164.92,Herbivore,Eutherian,0.000929127,1076.279408
4461,1,2,Mammal,Pholidota,Manis crassicaudata,15910,6.388888889,Carnivore,Eutherian,0.000401564,2490.26087
539,1,2,Mammal,Pholidota,Manis javanica,4220,6.119444444,Carnivore,Eutherian,0.001450105,689.605084
4471,1,2,Mammal,Pholidota,Manis pentadactyla,3637.5,3.727,Carnivore,Eutherian,0.001024605,975.9860478
542,1,2,Mammal,Pholidota,Manis tetradactyla,1430,1.275,Carnivore,Eutherian,0.000891608,1121.568627
543,1,2,Mammal,Pholidota,Manis tricuspis,2730,5.025,Carnivore,Eutherian,0.001840659,543.2835821
544,1,1,Mammal,Primate,Alouatta palliata,4670,11.464,Herbivore,Eutherian,0.002454818,407.3621773
59,1,9,Mammal,Primate,Aotus trivirgatus,914.5,2.499,Omnivore,Eutherian,0.002732641,365.9463786
68,1,9,Mammal,Primate,Arctocebus calabarensis,206,0.731,Omnivore,Eutherian,0.003548544,281.8057456
549,1,9,Mammal,Primate,Callimico goeldii,557,1.552777778,Omnivore,Eutherian,0.002787752,358.7119856
129,1,9,Mammal,Primate,Callithrix jacchus,190,0.848,Omnivore,Eutherian,0.004463158,224.0566038
552,1,9,Mammal,Primate,Callithrix pygmaea,152.5,0.547222222,Omnivore,Eutherian,0.003588342,278.6802032
553,1,9,Mammal,Primate,Carlito syrichta,113,0.43,Omnivore,Eutherian,0.00380531,262.7906977
554,1,9,Mammal,Primate,Cebuella pygmaea,110.7,0.599,Omnivore,Eutherian,0.005411021,184.8080134
154,1,9,Mammal,Primate,Cercopithecus mitis,8500,18.96388889,Omnivore,Eutherian,0.002231046,448.2203017
16610,1,9,Mammal,Primate,Cheirogaleus medius,300,1.088,Omnivore,Eutherian,0.003626667,275.7352941
180,1,1,Mammal,Primate,Colobus guereza,10500,16.69166667,Herbivore,Eutherian,0.001589683,629.0564153
561,1,9,Mammal,Primate,Erythrocebus patas,3000,5.958,Omnivore,Eutherian,0.001986,503.5246727
2821,1,9,Mammal,Primate,Eulemur fulvus,2330,1.805555556,Omnivore,Eutherian,0.000774917,1290.461538
284,1,1,Mammal,Primate,Euoticus elegantulus,262,1.197222222,Herbivore,Eutherian,0.00456955,218.8399072
566,1,9,Mammal,Primate,Galago demidoff,68,0.35,Omnivore,Eutherian,0.005147059,194.2857143
305,1,9,Mammal,Primate,Galago moholi,170,0.285,Omnivore,Eutherian,0.001676471,596.4912281
569,1,9,Mammal,Primate,Galago senegalensis,171.5,0.764,Omnivore,Eutherian,0.00445481,224.4764398
570,1,9,Mammal,Primate,Galagoides demidoff,62.4,0.372,Omnivore,Eutherian,0.005961538,167.7419355
367,1,9,Mammal,Primate,Homo sapiens,60500,70.86666667,Omnivore,Eutherian,0.00117135,853.7158984
573,1,9,Mammal,Primate,Leontopithecus rosalia,733,2.125,Omnivore,Eutherian,0.002899045,344.9411765
427,1,2,Mammal,Primate,Loris tardigradus,263,0.661111111,Carnivore,Eutherian,0.00251373,397.8151261
576,1,9,Mammal,Primate,Macaca mulatta,6230,12.16111111,Omnivore,Eutherian,0.001952024,512.2887164
545,1,9,Mammal,Primate,Nycticebus coucang,1128.6,1.504,Omnivore,Eutherian,0.001332624,750.3989362
5731,1,9,Mammal,Primate,Otolemur crassicaudatus,947,2.291666667,Omnivore,Eutherian,0.002419923,413.2363636
581,1,9,Mammal,Primate,Otolemur garnettii,1314,3.927,Omnivore,Eutherian,0.002988584,334.6065699
582,1,9,Mammal,Primate,Pan troglodytes,33900,50.675,Omnivore,Eutherian,0.001494838,668.9689196
583,1,1,Mammal,Primate,Papio hamadryas,12670.8,21.095,Herbivore,Eutherian,0.001664851,600.6541835
621,1,1,Mammal,Primate,Perodicticus potto,968.6,1.942,Herbivore,Eutherian,0.002004956,498.7641607
697,1,9,Mammal,Primate,Propithecus verreauxi,3350,3.738,Omnivore,Eutherian,0.001115821,896.2011771
588,1,9,Mammal,Primate,Saguinus geoffroyi,225,1.305,Omnivore,Eutherian,0.0058,172.4137931
7482,1,9,Mammal,Primate,Saimiri sciureus,850,3.319444444,Omnivore,Eutherian,0.003905229,256.0669456
591,1,2,Mammal,Primate,Tarsius syrichta,114,0.430555556,Carnivore,Eutherian,0.003776803,264.7741933
592,1,2,Mammal,Primate,Tarsius tarsier,173,0.831,Carnivore,Eutherian,0.004803468,208.1829122
593,1,1,Mammal,Proboscidea,Elephas maximus,3672000,2336.5,Herbivore,Eutherian,0.000636302,1571.581425
594,1,1,Mammal,Rodentia,Abrothrix andinus,34.6,0.361111111,Herbivore,Eutherian,0.010436737,95.81538464
595,1,1,Mammal,Rodentia,Abrothrix longipilis,42.3,0.322222222,Herbivore,Eutherian,0.007617547,131.2758622
596,1,1,Mammal,Rodentia,Abrothrix olivaceus,27,0.275,Herbivore,Eutherian,0.010185185,98.18181818
1763,1,9,Mammal,Rodentia,Acomys cahirinus,42,0.258,Omnivore,Eutherian,0.006142857,162.7906977
18,1,9,Mammal,Rodentia,Acomys russatus,51.1,0.227777778,Omnivore,Eutherian,0.004457491,224.3414632
601,1,9,Mammal,Rodentia,Acomys spinosissimus,27,0.244444444,Omnivore,Eutherian,0.009053498,110.4545457
602,1,9,Mammal,Rodentia,Acomys subspinosus,32.3,0.466666667,Omnivore,Eutherian,0.014447884,69.21428566
603,1,1,Mammal,Rodentia,Aconaemys fuscus,112,0.675,Herbivore,Eutherian,0.006026786,165.9259259
604,1,9,Mammal,Rodentia,Akodon azarae,23.5,0.222222222,Omnivore,Eutherian,0.009456265,105.7500001
3810,1,9,Mammal,Rodentia,Alticola argentatus,37.7,0.675,Omnivore,Eutherian,0.017904509,55.85185185
42,1,9,Mammal,Rodentia,Ammospermophilus leucurus,94.1,0.511,Omnivore,Eutherian,0.005430393,184.148728
60,1,1,Mammal,Rodentia,Aplodontia rufa,630,1.547222222,Herbivore,Eutherian,0.002455908,407.1813286
611,1,9,Mammal,Rodentia,Apodemus agrarius,21.2,0.373,Omnivore,Eutherian,0.01759434,56.83646113
612,1,9,Mammal,Rodentia,Apodemus flavicollis,28.3,0.365,Omnivore,Eutherian,0.012897527,77.53424658
613,1,9,Mammal,Rodentia,Apodemus mystacinus,40.4,0.313888889,Omnivore,Eutherian,0.007769527,128.7079646
61,1,9,Mammal,Rodentia,Apodemus sylvaticus,23.9,0.241666667,Omnivore,Eutherian,0.010111576,98.89655159
616,1,9,Mammal,Rodentia,Apodemus witherbyi,20.5,0.277777778,Omnivore,Eutherian,0.013550136,73.79999994
617,1,1,Mammal,Rodentia,Arborimus pomo,21.8,0.327777778,Herbivore,Eutherian,0.015035678,66.50847453
76,1,9,Mammal,Rodentia,Arvicola amphibius,94.7,0.613,Omnivore,Eutherian,0.006473073,154.4861338
620,1,1,Mammal,Rodentia,Auliscomys boliviensis,76.8,0.616666667,Herbivore,Eutherian,0.008029514,124.5405405
89,1,1,Mammal,Rodentia,Baiomys taylori,7.3,0.080555556,Herbivore,Eutherian,0.011035008,90.62068916
623,1,1,Mammal,Rodentia,Bathyergus janetta,406,1.222222222,Herbivore,Eutherian,0.0030104,332.1818182
624,1,1,Mammal,Rodentia,Bathyergus suillus,712,1.905555556,Herbivore,Eutherian,0.002676342,373.6443148
625,1,9,Mammal,Rodentia,Callospermophilus lateralis,249.6,0.967,Omnivore,Eutherian,0.003874199,258.1178904
626,1,9,Mammal,Rodentia,Callospermophilus saturatus,256.6,0.849,Omnivore,Eutherian,0.003308652,302.237927
627,1,9,Mammal,Rodentia,Calomys callosus,48,0.397222222,Omnivore,Eutherian,0.008275463,120.8391609
628,1,9,Mammal,Rodentia,Calomys lepidus,16,0.161111111,Omnivore,Eutherian,0.010069444,99.3103449
629,1,9,Mammal,Rodentia,Calomys musculinus,16.9,0.155555556,Omnivore,Eutherian,0.009204471,108.6428568
630,1,9,Mammal,Rodentia,Calomys venustus,49.5,0.394444444,Omnivore,Eutherian,0.007968575,125.4929579
137,1,1,Mammal,Rodentia,Cannomys badius,344,0.958333333,Herbivore,Eutherian,0.002785853,358.9565219
139,1,1,Mammal,Rodentia,Capromys pilorides,2630,3.375,Herbivore,Eutherian,0.00128327,779.2592593
140,1,1,Mammal,Rodentia,Capromys pilorides,2630,3.375,Herbivore,Eutherian,0.00128327,779.2592593
635,1,1,Mammal,Rodentia,Castor canadensis,15270,25.95833333,Herbivore,Eutherian,0.001699956,588.2504014
148,1,1,Mammal,Rodentia,Cavia porcellus,629,1.930555556,Herbivore,Eutherian,0.003069246,325.8129496
638,1,9,Mammal,Rodentia,Chaetodipus baileyi,29.1,0.194444444,Omnivore,Eutherian,0.00668194,149.6571432
639,1,9,Mammal,Rodentia,Chaetodipus californicus,22,0.119444444,Omnivore,Eutherian,0.005429293,184.1860472
158,1,9,Mammal,Rodentia,Chaetodipus fallax,19.6,0.15,Omnivore,Eutherian,0.007653061,130.6666667
159,1,9,Mammal,Rodentia,Chaetodipus fallax,19.6,0.15,Omnivore,Eutherian,0.007653061,130.6666667
642,1,9,Mammal,Rodentia,Chaetodipus formosus,15.1,0.103,Omnivore,Eutherian,0.006821192,146.6019417
643,1,9,Mammal,Rodentia,Chaetodipus hispidus,39.5,0.275,Omnivore,Eutherian,0.006962025,143.6363636
644,1,9,Mammal,Rodentia,Chaetodipus intermedius,14.6,0.086111111,Omnivore,Eutherian,0.005898021,169.5483873
645,1,9,Mammal,Rodentia,Chaetodipus penicillatus,16,0.125,Omnivore,Eutherian,0.0078125,128
646,1,1,Mammal,Rodentia,Chelemys macronyx,62,0.469444444,Herbivore,Eutherian,0.007571685,132.071006
647,1,1,Mammal,Rodentia,Chinchilla chinchilla,454.4,1.261111111,Herbivore,Eutherian,0.002775333,360.3171806
168,1,1,Mammal,Rodentia,Chinchilla lanigera,426,1.258333333,Herbivore,Eutherian,0.002953834,338.5430464
650,1,1,Mammal,Rodentia,Chionomys nivalis,37.5,0.655555556,Herbivore,Eutherian,0.017481481,57.20338979
1782,1,1,Mammal,Rodentia,Coendou prehensilis,3280,5.122222222,Herbivore,Eutherian,0.001561653,640.3470716
1831,1,1,Mammal,Rodentia,Conilurus penicillatus,212.3,0.902777778,Herbivore,Eutherian,0.004252368,235.1630769
192,1,9,Mammal,Rodentia,Cricetomys gambianus,1686.7,6.024,Omnivore,Eutherian,0.003571471,279.9966799
657,1,1,Mammal,Rodentia,Cricetulus migratorius,30.7,0.244444444,Herbivore,Eutherian,0.00796236,125.5909093
193,1,1,Mammal,Rodentia,Cricetus cricetus,365.3,1.251,Herbivore,Eutherian,0.003424583,292.0063949
660,1,1,Mammal,Rodentia,Cryptomys bocagei,94,0.388888889,Herbivore,Eutherian,0.004137116,241.7142856
199,1,1,Mammal,Rodentia,Cryptomys damarensis,125,0.397222222,Herbivore,Eutherian,0.003177778,314.6853149
663,1,1,Mammal,Rodentia,Cryptomys darlingi,60,0.327777778,Herbivore,Eutherian,0.005462963,183.0508473
200,1,1,Mammal,Rodentia,Cryptomys hottentotus,78.9,0.35,Herbivore,Eutherian,0.004435995,225.4285714
